"@_fa"	"prism:url"	"dc:identifier"	"eid"	"dc:title"	"dc:creator"	"prism:publicationName"	"prism:issn"	"prism:eIssn"	"prism:pageRange"	"prism:coverDate"	"prism:coverDisplayDate"	"prism:doi"	"citedby-count"	"prism:aggregationType"	"subtype"	"subtypeDescription"	"source-id"	"openaccess"	"openaccessFlag"	"entry_number"	"prism:volume"	"prism:issueIdentifier"	"article-number"	"pubmed-id"	"pii"	"error"
"true"	"https://api.elsevier.com/content/abstract/scopus_id/34047182211"	"SCOPUS_ID:34047182211"	"2-s2.0-34047182211"	"The center for coastal studies: Sustainable development education in México"	"Ollervides F."	"International Journal of Sustainability in Higher Education"	"14676370"	NA	"247-256"	"2007-04-08"	"2007"	"10.1108/14676370710726698"	"1"	"Journal"	"ar"	"Article"	"144819"	"0"	"FALSE"	"115"	"8"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84867940105"	"SCOPUS_ID:84867940105"	"2-s2.0-84867940105"	"Noise in a college community"	"Beristáin S."	"Institute of Noise Control Engineering of the USA - 35th International Congress and Exposition on Noise Control Engineering, INTER-NOISE 2006"	NA	NA	"3489-3492"	"2006-12-01"	"2006"	NA	"0"	"Conference Proceeding"	"cp"	"Conference Paper"	"21100218353"	"0"	"FALSE"	"116"	"5"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/18744403081"	"SCOPUS_ID:18744403081"	"2-s2.0-18744403081"	"Dengue prevention in Mérida, Yucatán, Mexico: Use of formative research to refine an education/communication intervention targeting household management of key Aedes aegypti-producing containers"	"Galván J."	"Dengue Bulletin"	"1020895X"	NA	"44-47"	"2004-12-01"	"December 2004"	NA	"5"	"Journal"	"ar"	"Article"	"20174"	"0"	"FALSE"	"117"	"28"	"SUPPL."	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/4444326087"	"SCOPUS_ID:4444326087"	"2-s2.0-4444326087"	"Chihuahua: A water reuse case in the desert"	"Espino M."	"Water Science and Technology"	"02731223"	NA	"323-328"	"2004-09-20"	"2004"	NA	"3"	"Book Series"	"ar"	"Article"	"19376"	"0"	"FALSE"	"118"	"50"	"2"	NA	"15344808"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/14644446009"	"SCOPUS_ID:14644446009"	"2-s2.0-14644446009"	"The Gulf of Mexico: Towards an integration of coastal management with large marine ecosystem management"	"Yáñez-Arancibia A."	"Ocean and Coastal Management"	"09645691"	NA	"537-563"	"2004-01-01"	"2004"	"10.1016/j.ocecoaman.2004.12.001"	"40"	"Journal"	"ar"	"Article"	"28333"	"0"	"FALSE"	"119"	"47"	"11-12 SPEC. ISS"	NA	NA	"S0964569104000948"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0038754916"	"SCOPUS_ID:0038754916"	"2-s2.0-0038754916"	"Water participation for poverty alleviation - The case of Meseta Purépecha, Medxico"	"Escamilla M."	"Water Science and Technology"	"02731223"	NA	"145-148"	"2003-05-12"	"2003"	NA	"2"	"Book Series"	"cp"	"Conference Paper"	"19376"	"0"	"FALSE"	"120"	"47"	"6"	NA	"12731783"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0036444663"	"SCOPUS_ID:0036444663"	"2-s2.0-0036444663"	"Public perception of development issues: Impact of water pollution on a small coastal community"	"Tran K."	"Ocean and Coastal Management"	"09645691"	NA	"405-420"	"2002-01-01"	"2002"	"10.1016/S0964-5691(02)00077-7"	"27"	"Journal"	"ar"	"Article"	"28333"	"0"	"FALSE"	"121"	"45"	"6-7"	NA	NA	"S0964569102000777"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0035725763"	"SCOPUS_ID:0035725763"	"2-s2.0-0035725763"	"Capacity building for the water sector in Mexico an analysis of recent efforts"	"Tortajada C."	"Water International"	"02508060"	NA	"490-498"	"2001-01-01"	"December 2001"	"10.1080/02508060108686950"	"3"	"Journal"	"ar"	"Article"	"18773"	"0"	"FALSE"	"122"	"26"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0033647126"	"SCOPUS_ID:0033647126"	"2-s2.0-0033647126"	"Bacteriological quality of drinking water in areas of high levels of poverty in Chiapas, Mexico"	"Sánchez-Pérez H."	"Salud Publica de Mexico"	"00363634"	NA	"397-406"	"2000-12-18"	"2000"	NA	"9"	"Journal"	"ar"	"Article"	"19317"	"0"	"FALSE"	"123"	"42"	"5"	NA	"11125624"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/37549002548"	"SCOPUS_ID:37549002548"	"2-s2.0-37549002548"	"El agua en la reserva de la biosfera El Pinacate y Gran Desierto de Altar, Sonora, México: Comunidades, vida silvestre y la frontera con Estados Unidos"	"Murguía Ruiz M."	"Natural Resources Journal"	"00280739"	NA	"410-428"	"2000-03-01"	"March 2000"	NA	"1"	"Journal"	"ar"	"Article"	"19192"	"0"	"FALSE"	"124"	"40"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0032438336"	"SCOPUS_ID:0032438336"	"2-s2.0-0032438336"	"An intercultural comparison of home case management of acute diarrhea in Mexico: Implications for program planners"	"Martinez H."	"Archives of Medical Research"	"01880128"	NA	"351-360"	"1998-12-01"	"1998"	NA	"16"	"Journal"	"ar"	"Article"	"27544"	"0"	"FALSE"	"125"	"29"	"4"	NA	"9887555"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0029190166"	"SCOPUS_ID:0029190166"	"2-s2.0-0029190166"	"Geoenvironmental issues facing Mexico"	"Mazari-Hiriart M."	"Geotechnical Special Publication"	"08950563"	NA	"37-39"	"1995-01-01"	"1995"	NA	"0"	"Conference Proceeding"	"cp"	"Conference Paper"	"27028"	"0"	"FALSE"	"126"	NA	"47"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0027316552"	"SCOPUS_ID:0027316552"	"2-s2.0-0027316552"	"Coastal higher education in Mexico"	"Fischer D."	"Coastal Zone: Proceedings of the Symposium on Coastal and Ocean Management"	NA	NA	"148-155"	"1993-01-01"	"1993"	NA	"0"	"Conference Proceeding"	"cp"	"Conference Paper"	"51368"	"0"	"FALSE"	"127"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0026324963"	"SCOPUS_ID:0026324963"	"2-s2.0-0026324963"	"Interdisciplinary hydrogeological investigations: The role of developing countries’ universities"	"Rodriguez R."	"International Journal of Water Resources Development"	"07900627"	"13600648"	"194-200"	"1991-09-01"	"1 September 1991"	"10.1080/07900629108722512"	"0"	"Journal"	"ar"	"Article"	"17479"	"0"	"FALSE"	"128"	"7"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85062886370"	"SCOPUS_ID:85062886370"	"2-s2.0-85062886370"	"Institutional wash in the SDGs: Data gaps and opportunities for national monitoring"	"Chatterley C."	"Journal of Water Sanitation and Hygiene for Development"	"20439083"	NA	"595-606"	"2018-12-01"	"December 2018"	"10.2166/washdev.2018.031"	"4"	"Journal"	"re"	"Review"	"21100255088"	"1"	"TRUE"	"129"	"8"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85029579744"	"SCOPUS_ID:85029579744"	"2-s2.0-85029579744"	"Foresight analysis of the water sector for Panama to the year 2040 as a strategy for the identification of technological and innovation opportunities"	"Escorsa Castells P."	"Espacios"	"07981015"	NA	NA	"2017-01-01"	"2017"	NA	"1"	"Journal"	"ar"	"Article"	"11200153556"	"0"	"FALSE"	"130"	"38"	"43"	"6"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85029588090"	"SCOPUS_ID:85029588090"	"2-s2.0-85029588090"	"Foresight exercise of the health sector for Panama in the year 2040"	"Escorsa Castells P."	"Espacios"	"07981015"	NA	NA	"2017-01-01"	"2017"	NA	"0"	"Journal"	"ar"	"Article"	"11200153556"	"0"	"FALSE"	"131"	"38"	"43"	"4"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84977440387"	"SCOPUS_ID:84977440387"	"2-s2.0-84977440387"	"Risk analysis in transboundary water of the rivers pilcomayo and paraguay"	"Báez J."	"Climate Change Management"	"16102002"	"16102010"	"19-29"	"2014-01-01"	"2014"	"10.1007/978-3-319-04489-7_2"	"4"	"Book Series"	"ch"	"Chapter"	"21100925878"	"0"	"FALSE"	"132"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84871192336"	"SCOPUS_ID:84871192336"	"2-s2.0-84871192336"	"Construction of confidence intervals for extreme rainfall quantiles"	"Silva A."	"WIT Transactions on Information and Communication Technologies"	"17433517"	NA	"293-304"	"2012-12-21"	"2012"	"10.2495/RISK120251"	"1"	"Conference Proceeding"	"cp"	"Conference Paper"	"5700191222"	"1"	"TRUE"	"133"	"44"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85040232589"	"SCOPUS_ID:85040232589"	"2-s2.0-85040232589"	"Prevention, diagnosis, and treatment of pediatric infections during natural disasters"	"Morán F."	"Revista Peruana de Medicina Experimental y Salud Publica"	"17264634"	"17264642"	"723-730"	"2017-10-01"	"October-December 2017"	"10.17843/rpmesp.2017.344.2810"	"0"	"Journal"	"ar"	"Article"	"19400156818"	"1"	"TRUE"	"134"	"34"	"4"	NA	"29364411"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85021630234"	"SCOPUS_ID:85021630234"	"2-s2.0-85021630234"	"Engineering Masculinities: How Higher Education Genders the Water Profession in Peru"	"Rap E."	"Engineering Studies"	"19378629"	"19408374"	"95-119"	"2017-05-04"	"4 May 2017"	"10.1080/19378629.2017.1342255"	"2"	"Journal"	"ar"	"Article"	"19900191620"	"0"	"FALSE"	"135"	"9"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84928031991"	"SCOPUS_ID:84928031991"	"2-s2.0-84928031991"	"A study of ecosystem services provided by a storm water retrofit system on a public school campus in Orange County, North Carolina"	"McDuffie E."	"Sustainability (United States)"	"19370695"	NA	"85-94"	"2015-01-01"	"1 April 2015"	"10.1089/SUS.2015.0016"	"4"	"Journal"	"ar"	"Article"	"16400154787"	"0"	"FALSE"	"136"	"8"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84874047171"	"SCOPUS_ID:84874047171"	"2-s2.0-84874047171"	"Combining criteria for delineating lahar-and flash-flood-prone hazard and risk zones for the city of Arequipa, Peru"	"Thouret J."	"Natural Hazards and Earth System Science"	"15618633"	"16849981"	"339-360"	"2013-02-25"	"2013"	"10.5194/nhess-13-339-2013"	"15"	"Journal"	"ar"	"Article"	"51166"	"1"	"TRUE"	"137"	"13"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/79960225359"	"SCOPUS_ID:79960225359"	"2-s2.0-79960225359"	"A community demand-driven approach toward sustainable water and sanitation infrastructure development"	"Hubbard B."	"International Journal of Hygiene and Environmental Health"	"14384639"	"1618131X"	NA	"2011-07-01"	"July 2011"	"10.1016/j.ijheh.2011.05.005"	"11"	"Journal"	"ar"	"Article"	"21466"	"0"	"FALSE"	"138"	"214"	"4"	NA	"21680241"	"S143846391100054X"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/79956081245"	"SCOPUS_ID:79956081245"	"2-s2.0-79956081245"	"West Africa's Atlantic humpback dolphin (Sousa teuszii): Endemic, enigmatic and soon endangered?"	"Weir C."	"African Zoology"	"15627020"	NA	"1-17"	"2011-04-01"	"April 2011"	"10.3377/004.046.0101"	"20"	"Journal"	"re"	"Review"	"24119"	"0"	"FALSE"	"139"	"46"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/78650076129"	"SCOPUS_ID:78650076129"	"2-s2.0-78650076129"	"Characteristics and management of the 2006-2008 volcanic crisis at the Ubinas volcano (Peru)"	"Rivera M."	"Journal of Volcanology and Geothermal Research"	"03770273"	NA	"19-34"	"2010-12-01"	"1 December 2010"	"10.1016/j.jvolgeores.2010.07.020"	"15"	"Journal"	"ar"	"Article"	"28449"	"0"	"FALSE"	"140"	"198"	"1-2"	NA	NA	"S0377027310002398"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/43449096011"	"SCOPUS_ID:43449096011"	"2-s2.0-43449096011"	"Making sustainable water and sanitation in the Peruvian Andes: An intervention model"	"Campos M."	"Journal of Water and Health"	"14778920"	NA	"27-31"	"2008-05-19"	"2008"	"10.2166/wh.2008.00034"	"1"	"Journal"	"ar"	"Article"	"17512"	"1"	"TRUE"	"141"	"6"	"SUPPL. 1"	NA	"18401126"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/48549107102"	"SCOPUS_ID:48549107102"	"2-s2.0-48549107102"	"Agriculture and greenhouse gas emission concerns in Peru"	"Arias J."	"Australian Journal of Experimental Agriculture"	"08161089"	NA	NA	"2008-01-09"	"2008"	NA	"0"	"Journal"	"cp"	"Conference Paper"	"36102"	"0"	"FALSE"	"142"	"48"	"1-2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/58849109561"	"SCOPUS_ID:58849109561"	"2-s2.0-58849109561"	"Water and health at the household level in Eastern Lima, Peru: An urban ecosystem approach"	"Juarez H."	"WIT Transactions on Ecology and the Environment"	"17433541"	NA	"567-575"	"2008-01-01"	"2008"	"10.2495/SC080541"	"3"	"Journal"	"ar"	"Article"	"5700191202"	"1"	"TRUE"	"143"	"117"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/38449090039"	"SCOPUS_ID:38449090039"	"2-s2.0-38449090039"	"Fecal contamination of drinking water within peri-urban households, Lima, Peru"	"Oswald W."	"American Journal of Tropical Medicine and Hygiene"	"00029637"	NA	"699-704"	"2007-10-01"	"October 2007"	NA	"67"	"Journal"	"ar"	"Article"	"21787"	"0"	"FALSE"	"144"	"77"	"4"	NA	"17978074"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85060995288"	"SCOPUS_ID:85060995288"	"2-s2.0-85060995288"	"Voluntary management of residential water demand in low and middle-low income homes: A pilot study of Soacha (Colombia)"	"Alarcón R."	"Water (Switzerland)"	NA	"20734441"	NA	"2019-01-28"	"28 January 2019"	"10.3390/w11020216"	"0"	"Journal"	"ar"	"Article"	"21100255400"	"1"	"TRUE"	"145"	"11"	"2"	"216"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85060015654"	"SCOPUS_ID:85060015654"	"2-s2.0-85060015654"	"Analysis of the methodology to obtain several key indicators performance (KIP), by energy retrofitting of the actual building to the district heating fuelled by biomass, focusing on nZEB goal: Case of study"	"Mendoza R."	"Energies"	NA	"19961073"	NA	"2019-01-01"	"January 2019"	"10.3390/en12010093"	"0"	"Journal"	"ar"	"Article"	"62932"	"1"	"TRUE"	"146"	"12"	"1"	"93"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85067609110"	"SCOPUS_ID:85067609110"	"2-s2.0-85067609110"	"Knowledge, attitudes and practices about dengue among pupils from rural schools in Colombia"	"Sarmiento-Senior D."	"Biomedica"	"01204157"	NA	"1-32"	"2019-01-01"	"2019"	"10.7705/biomedica.v39i3.4255"	"0"	"Journal"	"ar"	"Article"	"77291"	"0"	"FALSE"	"147"	"39"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85053255178"	"SCOPUS_ID:85053255178"	"2-s2.0-85053255178"	"Methodological proposal for the assessment of environmental aspects in Higher Education Institutions (HEIs)"	"Bernal L."	"E3S Web of Conferences"	NA	"22671242"	NA	"2018-08-08"	"8 August 2018"	"10.1051/e3sconf/20184804003"	"0"	"Conference Proceeding"	"cp"	"Conference Paper"	"21100795900"	"1"	"TRUE"	"148"	"48"	NA	"04003"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85051198764"	"SCOPUS_ID:85051198764"	"2-s2.0-85051198764"	"First approach to purposeful sampling for determining key factors on outcome bias"	"Tafur-Arciniegas M."	"ASEE Annual Conference and Exposition, Conference Proceedings"	NA	"21535965"	NA	"2018-06-23"	"23 June 2018"	NA	"0"	"Conference Proceeding"	"cp"	"Conference Paper"	"21100797240"	"0"	"FALSE"	"149"	"2018-June"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85052024380"	"SCOPUS_ID:85052024380"	"2-s2.0-85052024380"	"Integrated management of coastal conservation unit – Itapeva State Park, Torres-RS, Brazil"	"Rockett G."	"Journal of Integrated Coastal Zone Management"	NA	"16468872"	"5-23"	"2018-03-01"	"March 2018"	"10.5894/rgci-n55"	"0"	"Journal"	"ar"	"Article"	"21100456639"	"0"	"FALSE"	"150"	"18"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85049239097"	"SCOPUS_ID:85049239097"	"2-s2.0-85049239097"	"Analysis of efficiency and explanatory management factors in the municipalities of Meta, Colombia"	"Castro J."	"Revista Finanzas y Politica Economica"	"22486046"	"20117663"	"211-234"	"2018-01-01"	"January-June 2018"	"10.14718/revfinanzpolitecon.2018.10.1.9"	"0"	"Journal"	"re"	"Review"	"21100842860"	"1"	"TRUE"	"151"	"10"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85033553592"	"SCOPUS_ID:85033553592"	"2-s2.0-85033553592"	"Simulation of infrastructure options for urban water management in two urban catchments in Bogotá, Colombia"	"Peña-Guzmán C."	"Water (Switzerland)"	NA	"20734441"	NA	"2017-11-01"	"1 November 2017"	"10.3390/w9110858"	"0"	"Journal"	"ar"	"Article"	"21100255400"	"1"	"TRUE"	"152"	"9"	"11"	"858"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85049901332"	"SCOPUS_ID:85049901332"	"2-s2.0-85049901332"	"Challenges of menstruation in girls and adolescents from rural communities of the Colombian Pacific"	"Ariza-Ruiz L."	"Revista de Salud Publica"	"01240064"	NA	"833-841"	"2017-11-01"	"November-December 2017"	"10.15446/rsap.V19n6.71741"	"0"	"Journal"	"ar"	"Article"	"22595"	"1"	"TRUE"	"153"	"19"	"6"	NA	"30183839"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85006096927"	"SCOPUS_ID:85006096927"	"2-s2.0-85006096927"	"Environmental education and the Bogotá River: an intervention to be carried out in Cundinamarca (Colombia)"	"Jefferson G."	"International Research in Geographical and Environmental Education"	"10382046"	"17477611"	"281-296"	"2017-10-02"	"2 October 2017"	"10.1080/10382046.2016.1262510"	"2"	"Journal"	"ar"	"Article"	"29238"	"0"	"FALSE"	"154"	"26"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85036513206"	"SCOPUS_ID:85036513206"	"2-s2.0-85036513206"	"Water demand estimation in education centers: A case study in environmental science faculty of technological university of Pereira, Colombia"	"Manco-Silva D."	"Revista Luna Azul"	"01225391"	"19092474"	"153-164"	"2017-01-01"	"January-June 2017"	"10.17151/luaz.2017.44.9"	"0"	"Journal"	"ar"	"Article"	"21100840936"	"0"	"FALSE"	"155"	"44"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85045842289"	"SCOPUS_ID:85045842289"	"2-s2.0-85045842289"	"Assessing and mapping cultural ecosystem services at community level in the Colombian Amazon"	"Angarita-Baéz J."	"International Journal of Biodiversity Science, Ecosystem Services and Management"	"21513732"	"21513740"	"280-296"	"2017-01-01"	"1 January 2017"	"10.1080/21513732.2017.1345981"	"2"	"Journal"	"ar"	"Article"	"19700182802"	"1"	"TRUE"	"156"	"13"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85007403968"	"SCOPUS_ID:85007403968"	"2-s2.0-85007403968"	"A Cluster-Randomized Controlled Trial to Reduce Diarrheal Disease and Dengue Entomological Risk Factors in Rural Primary Schools in Colombia"	"Overgaard H."	"PLoS Neglected Tropical Diseases"	"19352727"	"19352735"	NA	"2016-11-07"	"7 November 2016"	"10.1371/journal.pntd.0005106"	"8"	"Journal"	"ar"	"Article"	"11900154404"	"1"	"TRUE"	"157"	"10"	"11"	"e0005106"	"27820821"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84973129247"	"SCOPUS_ID:84973129247"	"2-s2.0-84973129247"	"MatSWMM - An open-source toolbox for designing real-time control of urban drainage systems"	"Riaño-Briceño G."	"Environmental Modelling and Software"	"13648152"	NA	"143-154"	"2016-09-01"	"1 September 2016"	"10.1016/j.envsoft.2016.05.009"	"14"	"Journal"	"ar"	"Article"	"23295"	"0"	"FALSE"	"158"	"83"	NA	NA	NA	"S1364815216301451"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84963595056"	"SCOPUS_ID:84963595056"	"2-s2.0-84963595056"	"Long-term evaluation of the performance of four point-of-use water filters"	"Pérez-Vidal A."	"Water Research"	"00431354"	"18792448"	"176-182"	"2016-07-01"	"1 July 2016"	"10.1016/j.watres.2016.04.016"	"12"	"Journal"	"ar"	"Article"	"18795"	"0"	"FALSE"	"159"	"98"	NA	NA	"27105031"	"S0043135416302135"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85012165807"	"SCOPUS_ID:85012165807"	"2-s2.0-85012165807"	"Waterborne diseases and basic sanitation in Colombia"	"Rodríguez Miranda J."	"Revista de Salud Publica"	"01240064"	NA	"738-745"	"2016-01-01"	"2016"	"10.15446/rsap.v18n5.54869"	"2"	"Journal"	"ar"	"Article"	"22595"	"0"	"FALSE"	"160"	"18"	"5"	NA	"28453115"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85019916282"	"SCOPUS_ID:85019916282"	"2-s2.0-85019916282"	"Development, growth, environment and social equity"	"Poveda A."	"Development, Growth, Environment and Social Equity"	NA	NA	"1-176"	"2016-01-01"	"1 January 2016"	NA	"0"	"Book"	"bk"	"Book"	"21100815485"	"0"	"FALSE"	"161"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84939457010"	"SCOPUS_ID:84939457010"	"2-s2.0-84939457010"	"Alternatives to the conflict between environmental authorities and communities of protected areas in Colombian Páramos"	"Avellaneda-Torres L."	"Mundo Agrario"	NA	"15155994"	NA	"2015-04-01"	"1 April 2015"	NA	"0"	"Journal"	"ar"	"Article"	"12100155657"	"0"	"FALSE"	"162"	"16"	"31"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84896377429"	"SCOPUS_ID:84896377429"	"2-s2.0-84896377429"	"Investigating the collapse of the puerto colombia pier (Colombian Caribbean Coast) in March 2009: Methodology for the reconstruction of extreme events and the evaluation of their impact on the coastal infrastructure"	"Ortiz J."	"Journal of Coastal Research"	"07490208"	"15515036"	"291-300"	"2014-01-01"	"March 2014"	"10.2112/JCOASTRES-D-12-00062.1"	"4"	"Journal"	"ar"	"Article"	"27374"	"0"	"FALSE"	"163"	"30"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84883804802"	"SCOPUS_ID:84883804802"	"2-s2.0-84883804802"	"Perception of coastal scenery along the Caribbean littoral of Colombia"	"Botero C."	"Journal of Coastal Research"	"07490208"	"15515036"	"1733-1738"	"2013-09-17"	"2013"	"10.2112/SI65-293"	"16"	"Journal"	"cp"	"Conference Paper"	"27374"	"0"	"FALSE"	"164"	NA	"SPEC. ISSUE 65"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84866845516"	"SCOPUS_ID:84866845516"	"2-s2.0-84866845516"	"Diarrhea and dengue control in rural primary schools in Colombia: Study protocol for a randomized controlled trial"	"Overgaard H."	"Trials"	NA	"17456215"	NA	"2012-10-03"	"3 October 2012"	"10.1186/1745-6215-13-182"	"10"	"Journal"	"ar"	"Article"	"4700151726"	"1"	"TRUE"	"165"	"13"	NA	"182"	"23034084"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84866085593"	"SCOPUS_ID:84866085593"	"2-s2.0-84866085593"	"Enhancing capacities of riparian professionals to address and resolve transboundary issues in international river basins: Experiences from the Lower Mekong River Basin"	"Douven W."	"Hydrology and Earth System Sciences"	"10275606"	"16077938"	"3183-3197"	"2012-09-17"	"2012"	"10.5194/hess-16-3183-2012"	"6"	"Journal"	"ar"	"Article"	"29472"	"1"	"TRUE"	"166"	"16"	"9"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/67749113195"	"SCOPUS_ID:67749113195"	"2-s2.0-67749113195"	"Achieving global cooperation on economic recovery and long-term sustainable development"	"Sachs J."	"Asian Development Review"	"01161105"	NA	"3-15"	"2009-08-03"	"2009"	NA	"5"	"Journal"	"ar"	"Article"	"13499"	"0"	"FALSE"	"167"	"26"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/67649335485"	"SCOPUS_ID:67649335485"	"2-s2.0-67649335485"	"Helping HELP with limited resources: The luquillo experience"	"Scatena F."	"Water SA"	"03784738"	"18167950"	"497-503"	"2008-12-01"	"2008"	NA	"2"	"Journal"	"ar"	"Article"	"19375"	"0"	"FALSE"	"168"	"34"	"4 SPEC. ISS."	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/58149512130"	"SCOPUS_ID:58149512130"	"2-s2.0-58149512130"	"Water resource research and education in mountian communities"	"Roa García M."	"Mountain Research and Development"	"02764741"	NA	"196-200"	"2008-08-01"	"August 2008"	"10.1659/mrd.1038"	"2"	"Journal"	"ar"	"Article"	"23259"	"0"	"FALSE"	"169"	"28"	"3-4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0026128119"	"SCOPUS_ID:0026128119"	"2-s2.0-0026128119"	"Health Education through Interactive Radio: A Child-to-Child Project in Bolivia"	"Fryer M."	"Health Education &amp; Behavior"	"10901981"	"15526127"	"65-77"	"1991-01-01"	"April 1991"	"10.1177/109019819101800107"	"4"	"Journal"	"ar"	"Article"	"20877"	"0"	"FALSE"	"170"	"18"	"1"	NA	"2037503"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84905914883"	"SCOPUS_ID:84905914883"	"2-s2.0-84905914883"	"Treatment and prevention of malnutrition in Latin America: Focus on Chile and Bolivia"	"Weisstaub G."	"Food and Nutrition Bulletin"	"03795721"	NA	"S39-S46"	"2014-06-01"	"1 June 2014"	"10.1177/15648265140352S106"	"5"	"Journal"	"ar"	"Article"	"12575"	"1"	"TRUE"	"171"	"35"	NA	NA	"25069292"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/18444409979"	"SCOPUS_ID:18444409979"	"2-s2.0-18444409979"	"Watershed based, institutional approach to developing clean water resources"	"Randhir T."	"Journal of the American Water Resources Association"	"1093474X"	NA	"413-424"	"2005-01-01"	"April 2005"	"10.1111/j.1752-1688.2005.tb03745.x"	"6"	"Journal"	"ar"	"Article"	"19640"	"0"	"FALSE"	"172"	"41"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84925869676"	"SCOPUS_ID:84925869676"	"2-s2.0-84925869676"	"Development and management of groundwater in Eritrea, N-E Africa"	"Vasudevu K."	"Indian Journal of Science and Technology"	"09746846"	"09745645"	"80-85"	"2009-01-01"	"2009"	"10.17485/ijst/2009/v2i1/29376"	"1"	"Journal"	"ar"	"Article"	"21100201522"	"0"	"FALSE"	"173"	"2"	"1"	NA	NA	NA	NA
